"stock_id", "Title", "barcode", "category", "price"
"VF-Earplugr","Vic Firth High Fidelity Ear Plugs (Regular)","*VF-EARPLUGR*","","0",
"VF-Earplugr","Vic Firth High Fidelity Ear Plugs (Regular)","*VF-EARPLUGR*","","0",
"08AWAL-1501","Irish Tin Whistle D","*08AWAL-1501*","","0",
"08AWAL-1501","Irish Tin Whistle D","*08AWAL-1501*","","0",
"08AWAL-1501","Irish Tin Whistle D","*08AWAL-1501*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"08AWAL-1504","Irish Tin Whistle twin pack","*08AWAL-1504*","","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0",
"KS-0514-PR","Batter, Crimped, CYBERMAX? With DURALOCK?, White, 14.071&quot; Diameter","*KS-0514-PR*","","0",
